T,t,kappa,rho_s,xi_norm
2.167404749755577,0.004316083353740785,1.0010087925689453,0.02596137716073308,1.7583695956381313
2.1675055579565603,0.004269773081330253,1.0010217509238402,0.025774272450649907,1.7711571605582361
2.1676063708462356,0.004223460654981803,1.0010348513782683,0.025586489108361733,1.7841793160794432
2.1677071884248207,0.004177146074595406,1.001048097074559,0.025398017254341244,1.7974430142997253
2.1678080106925344,0.004130829340070585,1.0010614912604179,0.025208846753062387,1.8109554936167316
2.167908837649594,0.0040845104513075325,1.0010750372936925,0.02501896720341253,1.824724293898811
2.168009669296218,0.004038189408205661,1.0010887386474085,0.024828367928621385,1.8387572726440047
2.1681105056326246,0.0039918662106649405,1.0011025989150968,0.02463703796569952,1.853062622201896
2.168211346659032,0.003945540858585117,1.001116621816435,0.02444496605433525,1.867648888143086
2.1683121923756583,0.0038992133518659378,1.001130811203219,0.02425214062522917,1.8825249888663018
2.168413042782721,0.0038528836904074826,1.0011451710656962,0.02405854978782676,1.8977002365427054
2.1685138978804392,0.0038065518741091653,1.001159705539281,0.023864181317404184,1.9131843595064677
2.168614757669031,0.003760217902870844,1.001174418911679,0.023669022641479902,1.9289875262093454
2.1687156221487136,0.003713881776592487,1.0011893156304603,0.02347306082549232,1.9451203708706268
2.168816491319706,0.0036675434951737307,1.0012044003111062,0.023276282557700298,1.9615940209648952
2.168917365182226,0.0036212030585142108,1.0012196777455653,0.023078674133257825,1.9784201267041537
2.169018243736492,0.003574860466514118,1.0012351529113677,0.022880221437403824,1.9956108926869462
2.169119126982723,0.0035285157190726446,1.001250830981331,0.022680909927695576,2.0131791119051936
2.1692200149211356,0.00348216881608987,1.001266717333911,0.022480724615242968,2.031138202315904
2.1693209075519495,0.0034358197574653193,1.001282817564247,0.022279650044842357,2.049502246211132
2.1694218048753817,0.0033894685430991833,1.001299137495958,0.02207767027395737,2.068286032638986
2.1695227068916516,0.003343115172890654,1.0013156831937542,0.02187476885043746,2.08750510316004
2.169623613600977,0.0032967596467395888,1.0013324609769287,0.02167092878890846,2.1071758012492685
2.169724525003576,0.003250401964546068,1.0013494774338092,0.02146613254571053,2.1273153256924564
2.169825441099667,0.0032040421262096164,1.001366739437246,0.021260361992280926,2.147941788361685
2.1699263618894684,0.0031576801316297587,1.0013842541612354,0.021053598386868655,2.169074276797773
2.1700272873731987,0.003111315980706242,1.0014020290987706,0.020845822344442256,2.190732922077928
2.170128217551076,0.0030649496733389237,1.0014200720810371,0.02063701380464662,2.2129389725016035
2.170229152423318,0.003018581209427662,1.001438391298076,0.02042715199765252,2.235714873690101
2.1703300919901443,0.002972210588871649,1.0014569953210455,0.020216215407723045,2.259084355767159
2.170431036251772,0.002925837811571186,1.0014758931262393,0.020004181734320198,2.2830725283669313
2.17053198520842,0.002879462877425576,1.0014950941210254,0.019791027850513235,2.3077059843127934
2.1706329388603076,0.002833085786334233,1.001514608171896,0.019576729758490036,2.3330129129090555
2.1707338972076515,0.0027867065381975697,1.001534445634834,0.019361262541900796,2.3590232239134785
2.1708348602506713,0.002740325132914778,1.0015546173882355,0.019144600314738486,2.3857686833967757
2.170935827989585,0.002693941570385494,1.0015751348686452,0.01892671616647593,2.413283062848648
2.1710368004246106,0.0026475558505096863,1.0015960101095995,0.01870758210308673,2.4416023030797733
2.1711377775559675,0.0026011679731865467,1.0016172557839125,0.018487168983568187,2.470764694677089
2.171238759383873,0.002554777938316377,1.001638885249768,0.018265446451556134,2.5008110770119307
2.1713397459085466,0.0025083857457981473,1.0016609126010454,0.01804238286151846,2.531785058091254
2.171440737130206,0.0024619913955320483,1.0016833527223503,0.017817945199036993,2.56373325786154
2.17154173304907,0.0024155948874173827,1.0017062213492864,0.017592098994532634,2.596705577971829
2.1716427336653568,0.0023691962213540085,1.001729535134584,0.01736480822980124,2.630755501440572
2.171743738979285,0.0023227953972413395,1.0017533117207786,0.017136035236575604,2.6659404262081434
2.1718447489910733,0.0022763924149792336,1.0017775698202303,0.016905740586282827,2.702322037170523
2.17194576370094,0.0022299872744672156,1.0018023293034028,0.016673882970017626,2.7399667220278308
2.1720467831091037,0.002183579975604699,1.001827611296434,0.016440419067655015,2.7789460371440855
2.172147807215783,0.0021371705182915424,1.0018534382892037,0.016205303404862526,2.819337230647096
2.172248836021196,0.002090758902427492,1.0018798342552864,0.01596848819659693,2.861223831226215
2.172349869525562,0.0020443451279117397,1.0019068247853826,0.01572992317548499,2.904696312552678
2.172450907729099,0.0019979291946440325,1.001934437236101,0.015489555403257296,2.9498528450110557
2.172551950632026,0.0019515111025240062,1.0019627008962477,0.015247329063107688,2.9968001485620506
2.1726529982345606,0.0019050908514514076,1.0019916471731662,0.01500318523056218,3.0456544631268807
2.1727540505369225,0.0018586684413256505,1.0020213098020898,0.014757061620042644,3.0965426560189617
2.1728551075393296,0.0018122438720463707,1.0020517250820133,0.014508892303881214,3.14960348977044
2.172956169242001,0.0017658171435129821,1.0020829321422131,0.014258607399991605,3.204989078399311
2.173057235645155,0.0017193882556252316,1.0021149732443222,0.014006132723791339,3.262866565948477
2.17315830674901,0.0016729572082827548,1.0021478941258142,0.013751389399188189,3.3234200683110777
2.173259382553785,0.0016265240013850768,1.002181744391895,0.013494293422547663,3.3868529283016313
2.1733604630596988,0.0015800886348315002,1.002216577964224,0.013234755172440124,3.4533903451558863
2.1734615482669697,0.001533651108521883,1.0022524535966577,0.012972678856627137,3.5232824537959377
2.173562638175816,0.0014872114223557498,1.0022894354703915,0.012707961886077954,3.5968079471754812
2.1736637327864576,0.0014407695762322925,1.0023275938836385,0.012440494163806682,3.674278357988552
2.173764832099112,0.00139432557005148,1.0023670060544543,0.012170157273796734,3.7560431456100694
2.1738659361139985,0.0013478794037126152,1.0024077570597427,0.01189682355212717,3.842495772524464
2.1739670448313357,0.0013014310771152227,1.002449940939137,0.01162035501853921,3.934081004686135
2.1740681582513424,0.0012549805901588273,1.0024936619997578,0.011340602141672821,4.031303736502074
2.174169276374237,0.001208527942743065,1.0025390363673787,0.011057402404913957,4.134739729310968
2.174270399200238,0.0011620731347675717,1.0025861938420388,0.01077057863166919,4.245048770831116
2.174371526729565,0.0011156161661314279,1.0026352801327334,0.010479937018375796,4.362990924219882
2.1744726589624364,0.0010691570367344916,1.0026864595680902,0.010185264809823406,4.4894467569123915
2.1745737958990707,0.0010226957464761766,1.0027399184101184,0.009886327533151856,4.6254427476692905
2.1746749375396868,0.0009762322952560076,1.0027958689395495,0.00958286568266327,4.772183504849002
2.174776083884504,0.0009297666829732876,1.002854554538934,0.009274590714700801,4.931093050550859
2.17487723493374,0.0008832989095277632,1.00291625608098,0.008961180166867012,5.103868328321916
2.1749783906876146,0.0008368289748187374,1.0029813000461687,0.008642271653254754,5.292549426603791
2.1750795511463465,0.0007903568787456239,1.00305006896367,0.008317455399036633,5.499613019240338
